"customerid","count","quarter","referred_a_friend","number_of_referrals","tenure_in_months","offer","phone_service","avg_monthly_long_distance_charges","multiple_lines","internet_service","internet_type","avg_monthly_gb_download","online_security","online_backup","device_protection_plan","premium_tech_support","streaming_tv","streaming_movies","streaming_music","unlimited_data","contract","paperless_billing","payment_method","monthly_charge","total_charges","total_refunds","total_extra_data_charges","total_long_distance_charges","total_revenue","satisfaction_score","customer_status","churn_label","churn_value","churn_score","cltv","churn_category","churn_reason","country","state","city","zip_code","lat_long","latitude","longitude","gender","age","under_30","senior_citizen","married","dependents","number_of_dependents","population"
"2070-XYMFH",1,"Q3","No",0,23,"None","Yes","8.72","Yes","Yes","Fiber Optic",18,"No","No","Yes","No","No","No","No","Yes","Two Year","Yes","Credit Card","79.35","1835.30","15.41","0.00","200.56","2020.45",5,"Stayed","No",0,50,3558,NULL,NULL,"United States","California","Long Beach","90815","33.797638, -118.11662","33.79763800","-118.11662000","Female",66,"No","Yes","No","No",0,38902
"5663-QBGIS",1,"Q3","No",0,72,"None","Yes","44.61","Yes","Yes","Fiber Optic",30,"No","Yes","No","No","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal","98.35","6929.40","0.00","0.00","3211.92","10141.32",3,"Stayed","No",0,73,6120,NULL,NULL,"United States","California","La Canada Flintridge","91011","34.234912, -118.153729","34.23491200","-118.15372900","Male",65,"No","Yes","Yes","No",0,20200
"3402-XRIUO",1,"Q3","Yes",5,22,"Offer D","Yes","17.22","Yes","Yes","DSL",25,"Yes","Yes","No","Yes","No","No","No","Yes","Two Year","Yes","Credit Card","63.55","1381.80","0.00","0.00","378.84","1760.64",3,"Stayed","No",0,36,2136,NULL,NULL,"United States","California","Glendale","91201","34.17051, -118.289463","34.17051000","-118.28946300","Female",73,"No","Yes","Yes","No",0,23981
"8058-DMYRU",1,"Q3","No",0,54,"None","Yes","18.58","Yes","Yes","Fiber Optic",14,"No","Yes","No","No","No","Yes","No","Yes","Two Year","Yes","Bank Withdrawal","90.05","4931.80","0.00","0.00","1003.32","5935.12",5,"Stayed","No",0,23,5232,NULL,NULL,"United States","California","Glendale","91208","34.195386, -118.238508","34.19538600","-118.23850800","Male",69,"No","Yes","No","No",0,16910
"3537-RYBHH",1,"Q3","Yes",1,47,"None","Yes","46.77","Yes","Yes","DSL",24,"Yes","Yes","Yes","No","No","No","No","Yes","Two Year","Yes","Credit Card","67.45","3252.00","0.00","0.00","2198.19","5450.19",3,"Stayed","No",0,67,4074,NULL,NULL,"United States","California","Northridge","91324","34.238208, -118.55029","34.23820800","-118.55029000","Female",78,"No","Yes","Yes","No",0,25751
"0523-VNGTF",1,"Q3","No",0,52,"None","No","0.00","No","Yes","DSL",23,"No","Yes","Yes","Yes","Yes","No","No","Yes","Two Year","Yes","Bank Withdrawal","50.50","2566.30","0.00","0.00","0.00","2566.30",3,"Stayed","No",0,70,5185,NULL,NULL,"United States","California","Sun Valley","91352","34.231053, -118.338307","34.23105300","-118.33830700","Female",78,"No","Yes","No","No",0,46639
"7105-MXJLL",1,"Q3","Yes",2,26,"None","Yes","17.12","No","Yes","Cable",17,"No","No","Yes","No","No","Yes","No","Yes","One Year","No","Credit Card","60.70","1597.40","0.00","0.00","445.12","2042.52",5,"Stayed","No",0,68,2502,NULL,NULL,"United States","California","Valencia","91355","34.43987, -118.644609","34.43987000","-118.64460900","Female",76,"No","Yes","Yes","No",0,24977
"7064-FRRSW",1,"Q3","No",0,48,"None","Yes","5.87","Yes","Yes","Fiber Optic",2,"No","Yes","No","No","Yes","Yes","No","Yes","One Year","Yes","Bank Withdrawal","99.00","4744.35","0.00","0.00","281.76","5026.11",4,"Stayed","No",0,78,3061,NULL,NULL,"United States","California","Tarzana","91356","34.157137, -118.548511","34.15713700","-118.54851100","Male",71,"No","Yes","No","No",0,27424
"1636-NTNCO",1,"Q3","No",0,4,"None","No","0.00","No","Yes","DSL",10,"No","Yes","No","No","Yes","Yes","No","Yes","Two Year","Yes","Credit Card","50.95","207.35","0.00","0.00","0.00","207.35",3,"Stayed","No",0,33,2104,NULL,NULL,"United States","California","Valley Village","91607","34.165783, -118.399795","34.16578300","-118.39979500","Male",72,"No","Yes","No","No",0,27453
"3219-JQRSL",1,"Q3","Yes",1,72,"None","Yes","24.44","Yes","Yes","DSL",13,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Two Year","No","Credit Card","89.10","6352.40","0.00","0.00","1759.68","8112.08",3,"Stayed","No",0,39,4627,NULL,NULL,"United States","California","Monterey Park","91755","34.049172, -118.115022","34.04917200","-118.11502200","Female",70,"No","Yes","Yes","No",0,26933
"1845-CSBRZ",1,"Q3","Yes",7,22,"Offer D","Yes","40.19","Yes","Yes","Fiber Optic",27,"No","No","No","No","Yes","No","No","Yes","Two Year","No","Bank Withdrawal","85.35","1961.60","0.00","0.00","884.18","2845.78",5,"Stayed","No",0,49,2656,NULL,NULL,"United States","California","Pomona","91766","34.042286, -117.756106","34.04228600","-117.75610600","Female",71,"No","Yes","Yes","Yes",1,69974
"3723-BFBGR",1,"Q3","No",0,24,"None","Yes","8.66","Yes","Yes","Cable",27,"No","Yes","No","No","No","No","No","No","Two Year","No","Credit Card","54.80","1291.30","0.00","110.00","207.84","1609.14",5,"Stayed","No",0,25,4330,NULL,NULL,"United States","California","Borrego Springs","92004","33.200369, -116.192313","33.20036900","-116.19231300","Male",74,"No","Yes","No","No",0,2863
"5692-ICXLW",1,"Q3","No",0,31,"None","Yes","46.71","Yes","Yes","Fiber Optic",24,"No","Yes","No","No","Yes","No","No","No","Two Year","Yes","Bank Withdrawal","90.70","2845.15","0.00","100.00","1448.01","4393.16",5,"Stayed","No",0,60,3493,NULL,NULL,"United States","California","Escondido","92027","33.141265, -116.967221","33.14126500","-116.96722100","Male",75,"No","Yes","No","No",0,48690
"7020-OZKXZ",1,"Q3","No",0,9,"None","Yes","24.96","No","Yes","Fiber Optic",9,"No","No","Yes","No","No","No","No","Yes","Two Year","No","Credit Card","75.50","637.40","0.00","0.00","224.64","862.04",3,"Stayed","No",0,30,3021,NULL,NULL,"United States","California","Vista","92084","33.22784, -117.200024","33.22784000","-117.20002400","Female",65,"No","Yes","No","No",0,44692
"0308-GIQJT",1,"Q3","No",0,71,"None","Yes","6.10","Yes","Yes","Fiber Optic",9,"No","Yes","No","Yes","Yes","Yes","No","Yes","One Year","No","Bank Withdrawal","105.75","7382.85","0.00","0.00","433.10","7815.95",4,"Stayed","No",0,54,4921,NULL,NULL,"United States","California","San Diego","92126","32.886925, -117.152162","32.88692500","-117.15216200","Male",80,"No","Yes","No","No",0,74232
"8775-ERLNB",1,"Q3","Yes",7,1,"None","Yes","17.84","Yes","Yes","Fiber Optic",20,"No","No","No","No","No","No","No","Yes","Two Year","No","Bank Withdrawal","74.30","74.30","0.00","0.00","17.84","92.14",5,"Joined","No",0,47,2968,NULL,NULL,"United States","California","Indio","92203","33.752938, -116.230055","33.75293800","-116.23005500","Male",76,"No","Yes","Yes","No",0,2743
"8309-IEYJD",1,"Q3","No",0,1,"Offer E","Yes","32.61","No","Yes","Fiber Optic",27,"No","No","No","No","No","No","No","No","Two Year","Yes","Credit Card","70.60","70.60","0.00","30.00","32.61","133.21",4,"Joined","No",0,25,2576,NULL,NULL,"United States","California","Indian Wells","92210","33.537646, -116.291089","33.53764600","-116.29108900","Female",73,"No","Yes","No","No",0,3873
"7361-YPXFS",1,"Q3","No",0,28,"None","Yes","12.72","Yes","Yes","Cable",23,"No","Yes","Yes","Yes","No","No","No","Yes","Two Year","No","Bank Withdrawal","64.45","1867.60","0.00","0.00","356.16","2223.76",4,"Stayed","No",0,37,3820,NULL,NULL,"United States","California","Brawley","92227","33.03933, -115.191857","33.03933000","-115.19185700","Female",67,"No","Yes","No","No",0,23394
"6557-BZXLQ",1,"Q3","No",0,16,"Offer D","Yes","22.90","No","Yes","Fiber Optic",24,"No","No","No","No","No","No","No","Yes","Two Year","No","Bank Withdrawal","69.65","1043.30","0.00","0.00","366.40","1409.70",3,"Stayed","No",0,63,5610,NULL,NULL,"United States","California","Cabazon","92230","33.929812, -116.76058","33.92981200","-116.76058000","Male",66,"No","Yes","No","No",0,2355
"4832-VRBMR",1,"Q3","Yes",1,65,"None","Yes","16.65","Yes","Yes","Fiber Optic",5,"No","Yes","Yes","No","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal","103.15","6792.45","0.00","0.00","1082.25","7874.70",3,"Stayed","No",0,51,6441,NULL,NULL,"United States","California","Parker Dam","92267","34.273872, -114.192901","34.27387200","-114.19290100","Male",65,"No","Yes","Yes","No",0,131
"7901-TBKJX",1,"Q3","No",0,56,"None","Yes","5.19","Yes","Yes","Fiber Optic",16,"No","No","Yes","No","Yes","Yes","No","No","Two Year","Yes","Bank Withdrawal","101.05","5594.00","0.00","10.00","290.64","5894.64",3,"Stayed","No",0,65,5514,NULL,NULL,"United States","California","Twentynine Palms","92278","34.457829, -116.139589","34.45782900","-116.13958900","Male",76,"No","Yes","No","No",0,14104
"9919-FZDED",1,"Q3","Yes",1,72,"None","Yes","17.30","Yes","Yes","DSL",23,"Yes","Yes","Yes","No","Yes","Yes","No","Yes","Two Year","Yes","Credit Card","84.10","5981.65","0.00","0.00","1245.60","7227.25",3,"Stayed","No",0,63,4671,NULL,NULL,"United States","California","Yucca Valley","92284","34.159534, -116.425984","34.15953400","-116.42598400","Male",79,"No","Yes","Yes","No",0,20486
"7206-PQBBZ",1,"Q3","Yes",7,11,"Offer D","Yes","24.42","No","Yes","Fiber Optic",29,"No","No","No","No","No","No","No","Yes","Two Year","Yes","Bank Withdrawal","70.20","834.70","0.00","0.00","268.62","1103.32",3,"Stayed","No",0,29,2848,NULL,NULL,"United States","California","Fontana","92336","34.136367, -117.460803","34.13636700","-117.46080300","Male",76,"No","Yes","Yes","No",0,54586
"4079-VTGLK",1,"Q3","Yes",7,30,"None","Yes","40.50","Yes","Yes","DSL",8,"No","No","Yes","No","Yes","Yes","No","Yes","Two Year","No","Bank Withdrawal","74.85","2181.75","0.00","0.00","1215.00","3396.75",5,"Stayed","No",0,27,5610,NULL,NULL,"United States","California","Riverside","92501","33.994676, -117.372498","33.99467600","-117.37249800","Male",77,"No","Yes","Yes","No",0,18999
"2931-VUVJN",1,"Q3","No",0,59,"None","Yes","19.14","Yes","Yes","Fiber Optic",13,"Yes","Yes","Yes","Yes","No","No","No","No","One Year","Yes","Bank Withdrawal","94.05","5483.90","0.00","30.00","1129.26","6643.16",3,"Stayed","No",0,30,5061,NULL,NULL,"United States","California","Murrieta","92562","33.548869, -117.334165","33.54886900","-117.33416500","Female",71,"No","Yes","Yes","No",0,36149
"2878-RMWXY",1,"Q3","Yes",5,72,"None","Yes","28.50","Yes","Yes","Fiber Optic",5,"Yes","Yes","Yes","No","No","Yes","No","Yes","Two Year","Yes","Credit Card","102.65","7550.30","0.00","0.00","2052.00","9602.30",3,"Stayed","No",0,66,4680,NULL,NULL,"United States","California","Temecula","92590","33.475493, -117.219551","33.47549300","-117.21955100","Male",75,"No","Yes","Yes","No",0,3070
"7375-WMVMT",1,"Q3","Yes",2,71,"None","Yes","1.23","No","Yes","Fiber Optic",9,"No","Yes","Yes","Yes","No","Yes","No","Yes","Two Year","Yes","Credit Card","95.50","6707.15","0.00","0.00","87.33","6794.48",4,"Stayed","No",0,80,6412,NULL,NULL,"United States","California","Wildomar","92595","33.617108, -117.253349","33.61710800","-117.25334900","Male",75,"No","Yes","Yes","No",0,19368
"7622-FWGEW",1,"Q3","Yes",8,56,"None","Yes","31.68","No","Yes","DSL",30,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Two Year","Yes","Bank Withdrawal","85.65","4824.45","0.00","0.00","1774.08","6598.53",3,"Stayed","No",0,70,6500,NULL,NULL,"United States","California","Costa Mesa","92626","33.678591, -117.905471","33.67859100","-117.90547100","Male",71,"No","Yes","Yes","No",0,48207
"0380-NEAVX",1,"Q3","No",0,34,"None","Yes","35.00","No","Yes","Fiber Optic",12,"No","Yes","Yes","No","Yes","Yes","No","Yes","One Year","Yes","Bank Withdrawal","99.85","3343.15","0.00","0.00","1190.00","4533.15",5,"Stayed","No",0,71,5626,NULL,NULL,"United States","California","Newport Beach","92660","33.634626, -117.874882","33.63462600","-117.87488200","Male",72,"No","Yes","No","No",0,28687
"8495-LJDFO",1,"Q3","No",0,64,"None","Yes","22.86","Yes","Yes","Fiber Optic",24,"Yes","No","Yes","Yes","Yes","Yes","No","Yes","Two Year","Yes","Bank Withdrawal","108.95","7111.30","0.00","0.00","1463.04","8574.34",4,"Stayed","No",0,26,5780,NULL,NULL,"United States","California","Rancho Santa Margarita","92688","33.624654, -117.611733","33.62465400","-117.61173300","Female",76,"No","Yes","No","No",0,42193
"1302-UHBDD",1,"Q3","No",0,20,"Offer D","Yes","48.46","No","Yes","Fiber Optic",23,"No","No","No","No","Yes","Yes","No","Yes","Two Year","No","Bank Withdrawal","89.95","1648.45","0.00","0.00","969.20","2617.65",4,"Stayed","No",0,33,4812,NULL,NULL,"United States","California","Ladera Ranch","92694","33.569186, -117.640055","33.56918600","-117.64005500","Male",70,"No","Yes","No","No",0,350
"3597-YASZG",1,"Q3","Yes",3,70,"Offer A","Yes","39.34","Yes","Yes","Fiber Optic",13,"No","Yes","No","Yes","Yes","Yes","No","Yes","Two Year","Yes","Bank Withdrawal","104.45","7349.35","0.00","0.00","2753.80","10103.15",4,"Stayed","No",0,27,5004,NULL,NULL,"United States","California","Tustin","92782","33.738543, -117.785046","33.73854300","-117.78504600","Female",73,"No","Yes","Yes","No",0,17494
"3420-ZDBMA",1,"Q3","No",0,5,"Offer E","Yes","17.13","No","Yes","Fiber Optic",9,"No","No","No","No","No","No","No","Yes","Two Year","Yes","Credit Card","71.45","371.60","0.00","0.00","85.65","457.25",4,"Stayed","No",0,36,5171,NULL,NULL,"United States","California","Brea","92821","33.930199, -117.862898","33.93019900","-117.86289800","Male",78,"No","Yes","No","No",0,34055
"3398-GCPMU",1,"Q3","Yes",4,72,"Offer A","Yes","5.77","Yes","Yes","DSL",24,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Two Year","Yes","Credit Card","89.55","6448.85","0.00","0.00","415.44","6864.29",3,"Stayed","No",0,25,4993,NULL,NULL,"United States","California","Fullerton","92833","33.877639, -117.961212","33.87763900","-117.96121200","Female",74,"No","Yes","Yes","No",0,46105
"1013-QCWAM",1,"Q3","No",0,66,"Offer A","Yes","28.06","Yes","Yes","Fiber Optic",20,"No","Yes","No","No","Yes","Yes","No","Yes","Two Year","Yes","Bank Withdrawal","100.80","6690.75","0.00","0.00","1851.96","8542.71",4,"Stayed","No",0,32,5469,NULL,NULL,"United States","California","Garden Grove","92841","33.786738, -117.982564","33.78673800","-117.98256400","Female",73,"No","Yes","Yes","No",0,31428
"0336-PIKEI",1,"Q3","Yes",7,72,"Offer A","Yes","5.27","No","Yes","DSL",9,"Yes","Yes","Yes","Yes","Yes","No","No","No","Two Year","No","Bank Withdrawal","74.40","5360.75","0.00","140.00","379.44","5880.19",4,"Stayed","No",0,58,5590,NULL,NULL,"United States","California","Orange","92869","33.792791, -117.789749","33.79279100","-117.78974900","Male",69,"No","Yes","Yes","No",0,37916
"7322-OCWHC",1,"Q3","Yes",10,72,"Offer A","Yes","1.34","Yes","Yes","Fiber Optic",30,"Yes","Yes","Yes","Yes","No","No","No","Yes","Two Year","Yes","Bank Withdrawal","93.05","6735.05","0.00","0.00","96.48","6831.53",3,"Stayed","No",0,39,4988,NULL,NULL,"United States","California","Placentia","92870","33.881158, -117.854783","33.88115800","-117.85478300","Male",73,"No","Yes","Yes","No",0,48170
"5732-IKGQH",1,"Q3","Yes",5,52,"None","Yes","39.00","No","Yes","Fiber Optic",11,"Yes","No","Yes","Yes","Yes","Yes","No","Yes","One Year","Yes","Bank Withdrawal","104.45","5481.25","0.00","0.00","2028.00","7509.25",3,"Stayed","No",0,78,5490,NULL,NULL,"United States","California","Camarillo","93012","34.205504, -118.993111","34.20550400","-118.99311100","Male",79,"No","Yes","Yes","No",0,24945
"0093-EXYQL",1,"Q3","No",0,40,"None","Yes","44.14","No","Yes","Fiber Optic",23,"No","No","No","No","Yes","Yes","No","Yes","Two Year","Yes","Bank Withdrawal","91.55","3673.60","0.00","0.00","1765.60","5439.20",3,"Stayed","No",0,59,5742,NULL,NULL,"United States","California","Ojai","93023","34.581308, -118.931948","34.58130800","-118.93194800","Female",72,"No","Yes","No","No",0,21633
"9168-INPSZ",1,"Q3","Yes",10,44,"None","Yes","20.83","Yes","Yes","Fiber Optic",9,"No","No","Yes","Yes","Yes","Yes","No","Yes","Two Year","No","Bank Withdrawal","104.15","4495.65","0.00","0.00","916.52","5412.17",4,"Stayed","No",0,32,2944,NULL,NULL,"United States","California","Port Hueneme","93041","34.110124, -119.100972","34.11012400","-119.10097200","Female",75,"No","Yes","Yes","No",0,25634
"0015-UOCOJ",1,"Q3","No",0,7,"Offer E","Yes","10.53","No","Yes","DSL",21,"Yes","No","No","No","No","No","No","Yes","Two Year","Yes","Bank Withdrawal","48.20","340.35","0.00","0.00","73.71","414.06",3,"Stayed","No",0,34,5525,NULL,NULL,"United States","California","Simi Valley","93063","34.296813, -118.685703","34.29681300","-118.68570300","Female",68,"No","Yes","No","No",0,49027
"5334-AFQJB",1,"Q3","No",0,72,"Offer A","Yes","2.37","Yes","No","None",0,"No","No","No","No","No","No","No","No","Two Year","Yes","Credit Card","25.10","1789.90","0.00","0.00","170.64","1960.54",5,"Stayed","No",0,74,5751,NULL,NULL,"United States","California","Simi Valley","93065","34.269449, -118.768471","34.26944900","-118.76847100","Male",66,"No","Yes","No","No",0,64802
"2754-SDJRD",1,"Q3","No",0,8,"Offer E","Yes","39.86","Yes","Yes","Fiber Optic",23,"No","No","No","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card","100.15","908.55","0.00","0.00","318.88","1227.43",4,"Stayed","No",0,42,5157,NULL,NULL,"United States","California","Somis","93066","34.297628, -119.014627","34.29762800","-119.01462700","Female",74,"No","Yes","No","No",0,2966
"1465-LNTLJ",1,"Q3","Yes",7,8,"Offer E","Yes","25.57","No","Yes","Cable",12,"No","No","Yes","Yes","No","Yes","Yes","Yes","Two Year","Yes","Credit Card","64.40","581.70","0.00","0.00","204.56","786.26",5,"Stayed","No",0,78,4537,NULL,NULL,"United States","California","Santa Barbara","93109","34.406256, -119.726936","34.40625600","-119.72693600","Male",78,"No","Yes","Yes","No",0,10986
"4706-DGAHW",1,"Q3","No",0,1,"Offer E","Yes","49.34","No","Yes","DSL",15,"No","No","No","No","No","No","No","Yes","Two Year","No","Bank Withdrawal","45.20","45.20","0.00","0.00","49.34","94.54",3,"Joined","No",0,44,4576,NULL,NULL,"United States","California","California Hot Springs","93207","35.865795, -118.69759","35.86579500","-118.69759000","Male",73,"No","Yes","No","No",0,226
"8552-OBVRU",1,"Q3","Yes",6,48,"None","Yes","13.40","No","Yes","Fiber Optic",75,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal","104.50","5068.05","0.00","0.00","643.20","5711.25",3,"Stayed","No",0,71,3847,NULL,NULL,"United States","California","Ivanhoe","93235","36.385818, -119.224243","36.38581800","-119.22424300","Female",79,"No","Yes","Yes","Yes",3,4517
"9776-OJUZI",1,"Q3","No",0,65,"None","Yes","32.41","Yes","Yes","Fiber Optic",21,"No","Yes","Yes","No","Yes","No","No","Yes","Two Year","Yes","Bank Withdrawal","95.45","6223.30","0.00","0.00","2106.65","8329.95",4,"Stayed","No",0,62,4168,NULL,NULL,"United States","California","Lost Hills","93249","35.637715, -119.893068","35.63771500","-119.89306800","Female",69,"No","Yes","No","No",0,2502
"0869-PAPRP",1,"Q3","Yes",4,26,"None","Yes","46.24","No","Yes","Fiber Optic",4,"No","No","Yes","No","Yes","No","No","Yes","Two Year","Yes","Credit Card","85.70","2067.00","0.00","0.00","1202.24","3269.24",3,"Stayed","No",0,23,3935,NULL,NULL,"United States","California","Pixley","93256","35.957019, -119.330928","35.95701900","-119.33092800","Female",68,"No","Yes","Yes","No",0,4198
"4238-JSSWH",1,"Q3","Yes",1,35,"None","Yes","45.13","Yes","Yes","Fiber Optic",10,"No","No","Yes","No","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal","102.05","3452.55","0.00","0.00","1579.55","5032.10",5,"Stayed","No",0,35,3199,NULL,NULL,"United States","California","Porterville","93257","36.008958, -118.891593","36.00895800","-118.89159300","Female",70,"No","Yes","Yes","No",0,65566
"9121-PHQSR",1,"Q3","Yes",6,16,"Offer D","Yes","48.41","Yes","Yes","Fiber Optic",6,"No","No","No","No","Yes","No","No","Yes","Two Year","Yes","Credit Card","85.05","1391.15","0.00","0.00","774.56","2165.71",4,"Stayed","No",0,80,3739,NULL,NULL,"United States","California","Stratford","93266","36.175255, -119.813805","36.17525500","-119.81380500","Male",69,"No","Yes","Yes","No",0,1729
